size,bedrooms,bathrooms,location_score,year_built,lot_size,price
1849.4481522053557,1,2,9.590678517074531,1974,3771.154718673376,475432.79852311907
1260.7390048162863,2,3,5.894035440141978,1998,4833.238936392035,415795.69806494634
1640.0778958026458,4,1,1.5840725797027548,1986,3720.1940804498754,516136.4499862761
1769.6806145201062,2,3,7.9916276081428865,2020,4938.115936491638,467604.8602101817
2528.561113109458,1,3,9.984366019147734,1952,5008.936381205775,505549.1701943747
2171.8091447842307,5,3,2.3294544043944594,2017,8414.641265411423,558754.5946212409
1118.479922318633,2,2,1.2693650564222718,2003,2038.20903405927,305261.0749189193
2162.0419846973973,2,1,5.929092676850945,1981,5491.918000593073,586264.5140152022
1807.4588597918419,1,3,1.518232572084902,1978,2313.672546436189,371550.0322400163
1661.5389998470207,4,3,1.7668462230765178,2004,3529.921704497109,447554.26528863853
2305.8381444204338,5,1,5.824110949766301,2017,5069.335087726244,615293.7171672459
2515.4997612479756,2,3,9.61272394403603,1955,5120.03553716151,612052.5443696664
2465.6400595580994,2,2,1.7145179129930634,1997,7735.16926779756,511325.378552635
1580.3912383886807,2,3,5.993463558855248,1971,3177.4403544734996,513492.7915952774
1845.3938120743928,2,1,5.578201070654695,1981,4453.363764024279,341721.0436928669
2165.631715701782,1,1,6.538602138958686,1994,7516.738915049658,521829.01927759283
2487.7725635611796,2,1,8.916038135343719,2001,8580.562508134242,697947.0984799124
1760.412881077355,5,3,5.256037716825309,1973,3712.3123118924022,477448.8233596706
1907.1705116680914,1,1,6.12231799703132,1955,5662.104900419509,481495.6348649738
1446.8325129969858,2,3,6.188718114121108,1994,6309.955970737564,357194.43428323854
1401.8966879596646,5,2,2.262215741631211,1969,1494.921010560226,408547.63317236357
2406.262911197099,3,3,3.2571603975926076,2020,3899.6479900265667,653756.2948442692
2678.1200142854113,3,2,2.9644450926676584,2009,2704.0069590098806,648127.8766394414
1963.994939209833,5,1,3.923059852545842,2022,5094.454474160862,591950.4590378165
2501.766448946012,2,2,3.082467831098585,1964,2502.7311057171337,624787.2339899564
2180.818012523817,2,3,4.07441430271683,1951,3737.0619375441192,454947.2318814832
1677.4401226974378,1,2,6.998393760576702,2004,3537.607412445058,509108.41192251974
2180.697802754207,2,2,3.6773368677585765,2012,2568.0997100006516,527534.9995148776
2769.0182832329847,1,1,5.3985789932999415,1986,5612.156895174171,631943.605478978
1982.0869804450242,2,2,9.136062895264201,1996,4409.8051350986225,501513.2351102513
2782.3218279070034,4,3,9.220142710032343,1964,5038.251966427364,732591.8402475013
690.1274479551278,4,2,9.036325183201331,2007,8929.296030008922,509803.72391890764
2410.9512521876118,5,3,4.746291254333592,1979,6216.241231280828,660399.9687538685
2043.5235341190855,4,3,7.319209343740743,2014,3209.7577805374976,555729.5836164203
1850.4963247670662,3,2,3.6719030696886685,2019,5207.2158224783125,551886.0165335764
2045.8803882677512,3,3,7.662046341625617,2011,4378.292150836526,554351.0382387504
1006.2155426995536,1,3,9.614053283097384,2004,1488.2821310806162,270972.5844453401
1890.164056081244,3,2,8.666398580836557,1985,5886.555831249808,572053.346771542
2178.5562857558734,2,1,2.9201159846740303,1961,6730.145381839957,471699.2447615335
2738.947022370758,1,3,5.640182604918171,2004,5343.495167344685,567411.9813830997
1740.8648908631762,4,1,8.674854987757723,2021,1176.522405449292,427587.75772420445
1595.7531985534063,4,2,8.304020523248901,2008,5139.830235560484,561723.0925618225
1749.1214782077318,3,1,4.048808054153065,2008,8541.494290265244,589420.2576397102
2457.701058851037,3,1,9.36333304398197,1970,5702.388076745077,669536.3129174657
2164.3755548298423,2,1,8.547077334033812,1974,5127.843708557974,587426.4630180475
1735.1198981164807,4,3,1.4645409598917039,1967,5534.382192187213,495602.0087272955
2256.633716556678,3,1,9.934017150633501,1981,4507.942754238187,616772.7766168609
2048.5387746740203,4,3,6.973119487120066,2019,4149.178541248379,570455.4966005418
2484.3224952664445,4,3,8.015793074841739,1992,7126.055162978049,747973.391879272
1648.9734530613239,3,3,2.9685169002566094,1951,5556.833084780331,396035.2214456316
1836.1689267011159,4,3,9.933054847549148,1971,7006.758564841841,480807.7084492877
1803.9459234339213,3,2,5.936356809211727,1963,2320.708296728695,520308.17990871926
1268.2425259339407,5,1,7.073446214943045,1993,5503.316780468059,499297.74216506595
2148.060138532288,3,3,5.358403803794816,2015,4022.757810785073,603324.9647041386
2130.5276360899447,4,3,8.641952701174475,1989,2666.0666269343756,474347.7494585189
2002.5567283212304,5,3,3.2822869573208413,1954,6379.435746065917,586830.7629501213
1882.7064333124265,4,1,2.0043360402855526,1973,4393.013611001446,543175.3537720691
1292.3146289747929,4,2,6.612842340849406,2018,4763.640123565086,468946.4911382586
1789.6773386173204,5,1,1.255764030911862,2012,4428.155494236009,597390.5102473199
1828.6427417366153,2,3,1.3577014439637518,1999,2366.1691980124538,504755.807767927
1598.8613653891905,5,1,2.9078931064132605,2015,3252.692821301192,509430.02742032317
1919.3571441669953,4,1,1.05648682235417,2010,4981.456784604368,411950.0814753259
2202.0254284072694,4,1,1.652911218518458,2017,4351.39505410249,543260.4862689109
2943.0929506052653,2,2,4.672568885408284,2008,5698.3414764446015,637533.9853334639
2087.2889064159194,5,3,4.544719433349439,2004,1195.4433731432723,548456.5359961401
2128.775195361382,3,2,6.1429712985394715,2020,7759.9108752766215,649329.8795310832
1962.7770421169164,4,2,3.323845916004113,2008,5540.738284314895,537871.3432697144
1040.6143923504792,5,1,4.309676052271641,1965,6255.96492384262,450492.16106160753
1986.7430622753916,1,3,7.538036356800591,2015,3467.633372736066,573321.8781151255
2030.1151049705131,4,3,3.1406465298591355,1960,5628.633137230725,499144.9871700545
3231.621056242643,3,3,1.2048495411742626,1993,2342.0241783441015,656703.0113580277
1903.8195176094387,4,3,2.8105834076733456,2013,3791.1216607286415,669027.4812173643
2150.7736711668063,5,2,4.6175271738524835,1990,2544.058821753849,650647.3335169224
1982.6441151473784,2,3,8.74814212268604,1955,4589.525101230864,409481.10582233116
1415.660981190234,1,3,7.610687888506682,1959,5617.611415839258,333662.95768187515
2571.4114072575103,3,2,6.727894158461648,2008,4077.0902690641406,637034.731940683
2375.966516343387,4,3,4.0814059726912895,2008,6060.6605066751445,549317.3286526083
2395.5159735215234,3,3,7.234643188952577,1987,6170.8097813869745,681221.0664700526
1545.3062726026305,2,1,6.201568787646004,2019,4388.707293335143,435688.310048032
2701.3971554680497,1,3,7.2585254591102855,2001,4603.983936163502,637097.8290511062
1299.0744686038597,3,1,9.986927660005541,2000,5274.49446824821,473920.91470724705
2293.428546900135,5,2,8.196262204599472,1969,6688.807205309604,556649.8205269517
3095.227812904989,5,1,5.111411759379537,2008,3292.362623062265,823035.8171203425
1504.7318374346557,3,2,9.662431626604894,1954,7376.131712907692,464746.17260457145
1716.851135198614,1,3,2.811632838736606,2003,4166.206694293924,438203.4411735459
2049.8256825438207,4,1,6.704851579295998,2019,5347.271947788989,725069.7221079405
1748.2621729419004,5,1,3.9606493215885905,2002,2641.114454605438,445689.70970823505
1224.6682844669335,4,1,1.9120843764575144,1969,2069.3242511260373,389366.87421233684
2034.2814874030137,4,2,9.7847683483489,1974,3816.531192747157,657221.6838226469
1468.8481431369476,3,1,5.460731425889475,1995,2681.523004089389,441814.7364752679
2236.796215317591,5,3,4.760465172282512,1956,3492.4014096847077,576885.9259639226
1540.2878828830985,3,3,2.3244738910247533,2015,5134.727137782749,465812.06299004867
2774.96720250877,2,1,8.045427463826776,1975,5488.940867227179,634040.4680245493
1608.3733538318816,4,3,2.986600829410455,1999,9789.797506014871,601835.7665765979
1838.9692418971622,1,2,4.928778832346527,1996,5941.479845799171,421808.5897656186
2406.758608684835,4,1,5.229965641237613,1954,7435.777588115596,567733.0096802783
1384.5678417830222,1,1,2.537886779171656,1953,4502.257181832598,364830.2029395923
2113.729967302065,3,3,8.031605366229208,1979,6366.931113720751,600175.4146033963
2653.571377141214,5,2,8.342834940504819,1996,5003.010490286485,619895.8424228082
1196.2583827193862,4,1,9.6391097903308,2010,5636.121703681176,574351.5355224782
2092.3169292661523,2,1,5.511544609214519,2015,5207.264376667481,501906.9548032049
2129.9413971242116,4,3,4.567934436112602,1980,5598.60743393316,599810.8200831531
2390.9114358886554,1,2,4.232613728626462,2001,7603.82781036637,492821.6825697686
1381.5246445609591,1,2,9.481029948746208,2020,11683.776665169175,657787.2547886649
1339.7716934578618,1,3,7.829890605873567,2018,5473.604034129275,493178.65166501835
2260.970782808449,5,3,5.63598852965364,1999,5233.23730468533,594902.8188123212
2148.492336616593,2,2,7.51821633227952,1967,3298.394364238776,559857.0676856367
2125.2464251729384,2,2,4.970236708730667,1998,5669.362647886328,541418.3287987476
2173.2241047484877,1,2,7.935261799547367,1961,7633.631767895284,551465.6996727625
1659.9876392107547,2,1,9.363359926752127,1973,5100.27740404608,486740.3869169143
2116.1268485805017,2,3,2.9380283573178034,1995,5197.543239428229,506217.81014699105
2146.5362366493405,3,2,4.31911978801702,1962,3802.787941972062,517087.9630788606
1642.824290986816,2,2,6.8412294568770236,1969,7460.924659273289,436441.5059257838
2932.8872555723783,1,2,5.68623325062918,2020,4224.932226991576,607160.3400969638
2236.9164604558937,5,3,5.371489147321071,2020,4888.024580472208,685995.7583155298
1404.3482513986755,3,1,8.543429531072846,1975,5992.003539117348,494631.16076920653
2328.276804316915,2,1,7.7483250710758895,1956,3796.601764360499,598799.0725070059
1512.6591648863393,3,3,5.721330188096034,1986,3305.451022843028,426319.091227991
2393.542301871226,4,1,3.212234621203998,2016,6506.775754072114,621112.8794765271
2579.297789503702,3,2,7.982136817775177,2003,3162.878602855703,660661.0087194244
1589.6588408241448,3,2,4.944664169825235,2000,591.6160434846379,409900.84995241923
2481.6880646221607,3,2,9.287727866208492,2004,2301.377889709252,640183.9768448907
2206.390463468249,2,1,1.0265830482851435,1975,4000.412074865746,570846.7736129599
2411.030079997245,3,1,6.112934205410117,1985,2169.850781496281,548718.552251009
2948.396491326974,5,3,6.542327692411085,1952,2181.2669743308106,714107.200022162
1877.3059419985648,2,3,2.238560993720868,1962,4805.137974362456,439092.2347301633
1623.1319178212552,1,2,5.55721719854439,1962,6179.347205438591,397646.61136648513
1555.2427851872383,4,3,2.0419436920281955,2006,3099.4674520118715,577970.2060499296
1592.0948575172808,1,3,4.5983641340636385,2015,4643.45846406832,469862.5436453002
1961.4491452929478,2,1,7.0920177609781145,2011,4246.176347240947,589128.0322673126
2170.575987408322,1,2,7.1431981548800625,1963,5428.54862621025,560068.3805131803
2138.3453996650096,4,3,5.317269138327982,1985,6010.9252429373255,588621.0901708503
2413.591624518012,3,3,8.452508855978072,1996,3137.2138913666076,682265.7913594316
2006.5009459389535,1,1,6.199680405865287,1986,1830.7913083818412,476554.7258331135
2726.7670385786587,2,2,6.412178725410054,1987,2695.3990164485076,684306.2499069219
1867.671583381022,5,1,2.575150294717097,1955,7175.299684175027,497377.8183187294
3360.0845832948094,4,1,5.217028624975772,1982,8026.689752165121,774676.4185311899
2312.8336738825033,1,2,1.439763105638126,1961,1993.8388112664452,438987.23186550813
1571.4212217918587,5,3,3.31673853289986,1958,5735.344023594778,453445.9609996872
1464.5537509694439,4,1,2.8489950624840117,2004,2205.959841267457,488525.16695217707
2241.2362076215927,1,2,4.366314509960225,1990,7709.206880577654,509796.4805862323
1888.2686073370746,2,1,5.251135452050169,1963,4498.5025505210815,495354.58487819985
2357.000247046046,5,3,3.0481700360705,1960,8115.456651815266,599458.9943600246
2236.6188122867725,5,3,1.5376496874282917,2000,6891.369200093011,656086.814049466
1963.5855436715635,1,1,4.1296344041239745,1959,4477.903843010413,404060.762871964
1576.6031409657976,1,3,1.9096347729657506,1952,6844.850993472446,357858.8690182314
1242.5763876570677,2,1,2.233491207540507,1969,4186.867112386146,431811.74197918247
1776.7425239664894,2,1,8.267476961302133,1976,4254.592783745132,511496.87540995027
2428.199397161736,3,2,4.742150578686061,1983,5890.347208840651,586273.6870906064
2107.046872065102,1,2,4.120661714201432,2010,4040.782581047402,485330.24276118056
1377.130610644006,2,1,1.5837554889239227,2016,39.98189823017401,331445.2854613706
2086.590462925591,1,1,4.56306505314831,1992,2864.265953969793,423218.2210894959
2192.658689864418,2,1,6.029920912451634,2010,3815.755459489209,512504.363124974
1558.0712818994334,4,1,3.966171743676565,1967,2615.241830667886,454944.14016945654
2076.8625529727638,2,1,6.073300948633739,1951,6770.038963607855,581775.3295173513
2029.1043592229998,2,2,9.990138377476006,2022,2303.067072007344,606886.603474616
1428.5148510846884,4,1,4.712359591723827,2022,3538.35927218587,436459.30088706524
2178.8936801741415,4,2,6.0669751070654705,1970,4394.2044327340745,571282.3071621561
2280.3922631841174,3,3,2.6576379925752667,1992,3670.409640250504,532672.6746373286
2541.5256215876384,2,1,7.19980652526396,2001,2025.3306606965298,640587.6476172766
2526.9010260174514,4,2,1.1005778394353103,2001,5860.464500602,650225.5104487938
1311.1653160214546,3,2,2.652691217212362,2013,4273.344762827928,515125.48938852764
1531.0874800424385,3,3,4.2892386003327445,1990,7886.443166081726,452293.85151451663
2257.51763360433,1,3,7.759578490351931,1996,5983.066834424877,475065.71207700024
2256.8929754561045,4,3,7.559492014585899,2022,7296.780697751441,734442.2315996801
2257.523843153024,5,1,8.944283158577889,1991,3947.2677318420574,628067.0326440368
3926.365745327361,4,1,9.702347888884766,1996,6562.827534229185,903213.2996186967
2285.4452553465835,4,1,2.7466781079695366,1987,8714.579524194607,622972.5175004267
2567.7828200902995,3,3,9.552603019942078,2021,4810.414103039719,685899.8376320649
2477.0008817466014,4,2,3.1758884521632016,2016,3177.5315722267023,630756.6539219215
2325.6956256528993,4,2,6.5747869489843564,1971,3586.045859314967,508094.69378141203
1842.3653776798271,3,3,2.455235383121053,1992,4554.398937778626,493842.20549968997
2379.4846102466336,3,1,1.1950634514709768,1950,6736.042812736894,437052.4462292669
1613.587392731214,1,2,3.839793640981985,1988,1039.0844991359354,435704.0524703477
1881.5906966299956,1,2,2.998536131954107,2004,3334.988712561922,498105.157213732
1757.3182260854483,4,2,4.07544745086914,2002,3414.263120551036,473776.8961063217
2040.9370696931612,4,2,3.5103379382055007,1983,6254.736385486196,626411.4952761559
3157.329283336754,2,1,2.0391009657427177,1982,5730.629978234373,685690.153569908
1066.367403704126,5,1,2.8779019307860865,1979,4739.14654877559,487921.2321966711
2343.1300951872568,2,1,1.7900767808327334,1980,5060.639734395934,568372.1266189507
1193.642064405174,2,2,5.772547852101337,2018,6120.220184115869,451916.89916897984
1764.0340671052832,4,1,8.44948972241123,1996,5279.4182920298335,517813.38071257144
2544.475298483683,3,2,6.151576533642624,2010,7342.412295447813,736512.620433758
2032.1400095477313,3,1,3.9221626042452624,2009,5744.425641233401,523033.5742390168
1461.127611035347,5,2,8.61771945887855,1981,4656.972741990452,486836.0499125415
1642.348145370016,3,3,2.380738808198734,2022,4555.467847801791,546341.6072839869
2339.798874467338,4,1,8.4352618476225,2017,4650.483830664736,667217.0881692638
1634.8166841414318,3,3,6.551905265036115,1967,3263.0579595202844,522684.86100533814
2108.2292947909873,1,1,2.804435290341183,2005,5149.846529973033,471778.13182732003
2022.7859199519069,5,3,2.871861223346278,1959,5797.337308427293,496626.5742987999
1674.1998261970914,3,3,1.5294088304949414,1988,6113.491281638146,470172.13899179327
3071.972044662663,3,3,8.970661258190564,2001,4201.311430320477,805764.7730884567
2316.9595111590056,1,1,7.762917435900525,1952,4550.800052430719,529467.0525030826
987.4287066711964,2,2,9.391875284564058,2000,3543.01267779248,425487.8597082137
2093.227157384714,4,2,3.0377696724569487,2012,3002.3399663548325,613417.5110827578
1669.106767615806,3,2,1.4060363818471857,2022,3159.9508806849044,447654.52421151014
2426.216667398112,1,1,5.452373417112413,1997,4202.680384042851,544480.8701584032
1603.7396307836498,1,2,3.83673772594457,1955,6245.333074361355,406737.3599892556
1942.6317792665504,2,1,4.731879134444937,1988,4271.327185134987,481073.7841164134
2252.4936394902284,3,2,5.174928840703515,2011,1962.6652865138863,564027.3543217265
2432.8775970850606,2,3,8.135175486242721,2002,4292.331285246099,580633.83010388
1399.8517964721118,5,3,7.452861981062988,2013,3128.5573537591918,444047.929722005
1832.7493820795257,1,3,8.014288475381298,1988,4866.166317624606,511123.8357767503
1762.5273444195218,4,1,3.0407530378818013,1961,5400.627150972477,483991.3057898631
1673.335383713144,1,3,1.3730455543288227,1964,4866.984067340299,399294.8112888718
2882.7271201405483,2,3,8.901106160736859,1960,3045.025818650731,693371.9262553984
2202.490855480478,4,2,4.36090847454421,2019,2300.7638982376325,645971.5521244976
1369.5580228324775,4,1,4.011980499556815,1988,4130.990176462202,481410.0042553514
2458.9309735273882,1,2,7.645942884400598,1976,5363.424982500533,557084.7453400631
3061.0780985063166,4,3,2.09141932267217,1970,8969.001802643657,710728.0912270631
2516.2326302755737,3,3,4.327677994010164,2017,5099.4487252848785,634180.3188519101
1240.3150170229933,1,2,5.128566183228165,2006,2507.825293846,348739.4731168342
1757.8829635668744,2,1,9.885826787594407,2005,3631.3952784205994,586729.6463014202
2633.455574593311,5,1,7.930157019100529,1961,5756.548109206792,673067.2729915406
1646.1652671906097,2,2,8.77028310016335,1969,7717.880738438151,524713.6232441546
2221.909714073114,3,2,8.387678327676486,2017,4160.385162478615,694291.5786489581
2387.3170267146684,5,1,3.5742934086007008,2020,4402.163946762233,645244.016700708
1536.5347642109587,5,3,2.557911443897738,1988,7004.437179836659,570682.258979873
1970.2373219690999,2,3,9.465346449195604,2017,8517.39595283721,610282.048843752
379.3663299654638,1,1,1.555335331950515,1962,7105.100278025207,161056.19996504247
1487.8061793328552,1,2,6.123681545738097,1987,1827.4501920660746,391238.6327696164
1873.7159243034198,5,3,4.024669512282055,1997,6084.0092569048375,630275.7977448305
1376.1084090175752,2,1,7.508003779307374,1974,3198.369882561068,366653.03601443605
2816.2056519658177,2,3,3.2933321842904704,2019,5517.727318018569,613380.4644488024
1284.9293110196836,1,2,7.877995281519468,1950,5632.339224290333,335447.1762643391
1779.9777566515081,3,3,4.984423269042653,1985,3174.168258618709,533792.6993763263
2065.3702886430456,1,1,5.615034115148886,2002,3875.1609255897906,480075.1512161831
2720.6366445330577,1,2,7.929864964390654,2022,1944.0587730206653,586980.1251362797
1282.0689244102803,3,1,6.7144079089104425,1964,3899.2799457554315,365879.34050004504
2581.58187607748,1,1,7.367104277812559,1955,3746.2653384386604,544385.8544109091
2005.1165305097936,5,3,6.443507962029565,2021,4269.182502549307,600391.0619747309
1509.2456744760245,5,1,9.112479986547532,1993,6349.003345591313,557677.6961810625
2231.0517371316355,5,1,3.228907238345607,1995,6943.59063491049,618848.7257026063
2099.529847786735,5,3,3.4962283768354494,2010,3012.6668702351626,669927.685149388
1699.8915614206026,5,3,8.247681362432209,1965,4737.056319117708,510286.68095634884
2034.9010424950095,2,3,1.5099517548865995,1963,4422.783534155777,485065.5363174577
1807.3432015691199,2,2,3.8276577307047597,1958,7423.763376704847,474390.306445039
2056.758672625624,3,3,9.271123575307685,1960,3102.4418684393395,599691.6004344951
2331.0653372605234,4,3,4.039663437068263,1987,4517.220788994237,579657.6154795686
2793.008408072676,5,2,9.37839001274747,1959,6312.348387319789,699715.500270819
1381.0922505865756,4,2,8.568122320270819,1970,4507.394172762922,584990.1445659903
3066.5166873281332,4,3,8.447309489993717,1967,4317.636091855273,783550.1428734083
1023.9561002387491,5,3,1.962964754816801,1977,1202.2638155196769,373647.53563184873
1924.1074524822084,1,3,1.2310811806649777,2010,4401.80615828408,402928.68042675045
2294.1586032422883,3,1,8.703302362403656,2001,9268.104382207488,674986.3649175864
2140.495933867516,4,3,7.388696510621586,2022,4949.993007156267,627824.8115938244
1688.6502400897032,1,3,4.381240152594534,2001,4077.6239216558424,359242.68492744287
1895.9388748213623,1,3,4.026977157368907,1960,4069.8167995004555,464192.87181038316
1753.4995326705837,5,2,1.6729297547511677,1990,8011.919505940226,587227.5161052267
1705.3176215278943,3,1,5.877670650798087,1959,5516.468763564599,536004.7730909102
2424.8010485105124,5,3,5.641228331491375,2016,6757.601986538626,725587.0988204001
2178.5077429825237,3,3,6.700714351115131,2001,4504.961595691022,654273.3862134451
1653.545202369673,5,3,7.819022017578915,1977,5142.026077861068,618099.996706311
2449.799937716625,3,2,4.050059760477589,2002,-185.090583472851,561950.4452416435
2153.649760438305,2,3,5.542926618337528,1983,4326.73682075326,507908.33263960714
2406.43105941948,1,3,4.607609746057423,1960,6054.924914221377,570197.039024885
2314.8144209618063,1,2,1.355699559533126,2013,5534.981227393017,542998.4244207899
1585.502494538964,1,2,3.0594502015386276,1968,5502.565260645613,400957.4316757957
1719.9094799015152,3,2,8.634439214926347,1976,5075.099019304747,422600.5424741559
2373.646802561631,1,2,5.643186934099568,1995,6911.758519175075,575953.819359034
2305.1851327167324,2,2,6.545079965751946,1987,627.6999146199914,486872.7440226263
1989.549203017926,2,2,7.021638948136212,1990,4788.687836713202,552369.4699098509
2058.663691654391,4,2,9.051561489173688,1952,8763.783657145075,597978.3046317988
2638.8324478942122,1,2,4.986624760778719,2008,2253.416247124868,506510.3277876754
1704.214305582085,5,2,9.22039391750798,1965,8409.256740869801,616568.9558354152
2273.548690585019,5,3,9.932278227394516,1959,5720.838222697591,518304.2960144336
1898.903673783053,5,1,7.575805745643182,1994,4667.072514833459,604480.6534578312
1891.15939838639,2,3,8.038357715240592,1951,5354.85663052976,484411.8880664639
2549.388425993595,4,2,9.616039202099731,2019,4288.962740186552,653484.6803417467
2412.708174494015,4,3,5.868051702949214,1991,5093.3093564937835,546695.9113798398
2406.754818000319,2,2,5.567827381055827,1969,6363.0738871130225,561664.7480698347
2652.7394035771645,4,1,1.0637295123548776,2008,3569.402639214629,680074.0272880036
2010.5019208163794,5,1,3.2622207451350977,1982,3399.157309104873,480931.79227807454
2340.976485647482,5,2,6.051261782647337,2001,2943.7727668294174,599788.58519675
1844.866621703272,2,2,9.71882855782727,1983,5580.591796568735,639261.0095213678
2162.0831762442212,5,3,4.532021829269476,2004,194.53215196537712,565438.6037349793
1934.9284728161576,3,3,9.064153436093452,1950,3965.8765600144807,478123.8167082237
2048.497982496359,5,2,2.6962009631929793,1957,8651.199358161,558675.9423832371
2297.5785127184568,1,1,5.381291513110972,1962,7305.859918739191,564138.3248406571
1590.8896583832638,2,3,3.9776819561091856,2005,2852.55891584445,480952.5160742901
3046.19363784273,2,3,7.25868373337096,2022,6065.361816865866,749774.9689155242
1496.991309250149,4,1,8.472138517468917,1988,5276.576020647574,543921.0414915419
1392.9056936061338,4,1,1.0323755074706618,1971,9140.49457324058,464466.9231596679
2579.055436750034,4,3,1.3478799856905144,2008,4761.903562545014,618828.2294140174
2395.831346981468,1,2,6.140401429859756,1962,843.1200717398697,512419.75761558465
2312.0599085260774,5,1,5.772767567412445,1966,1659.7675752649902,611321.8455114475
2314.17275463214,2,3,6.190549763435754,2017,8322.261439757393,645094.7124308192
1993.8766135765427,5,2,1.8458610224107028,2002,2342.727160006279,457435.5696435447
1551.3728142570842,4,2,4.219018642985439,1955,2118.7749249650024,414603.0478819788
2037.9022790968631,2,2,1.1252039439920958,1971,8039.828602668145,588325.1732205746
1661.4191442439442,4,3,9.461731902380063,1979,6719.7997874397615,492998.0554399182
2487.5598667088757,1,3,3.750575464905682,1968,5504.858718438776,580391.0625594563
1926.4713092489308,2,1,1.9786544305556917,1961,4909.097348459942,500368.9077122824
1587.2514016037442,4,1,7.094043072694305,1992,4700.8380091453455,553036.2778225978
1839.3070791735033,4,2,2.260094821287294,1950,6329.902317124777,476949.58186188486
2206.4657271378123,4,2,1.3705022360638641,1995,5806.187418885905,583784.3237891138
1718.1377235980126,1,3,3.669573873910428,1967,8102.239205860131,459239.2260402268
1588.8898022167843,5,3,9.25121992880097,1990,3084.308912257118,490875.1085653192
2121.843605745956,5,1,7.0893000815259795,2015,7388.721430136788,722538.1478154348
2122.4832855543614,5,1,1.0486978632975812,1983,3407.6125830582273,494969.13965816173
1746.5284123144352,1,3,9.490874685773045,2006,6594.9708478840375,463427.37881303875
1764.4808471908386,5,2,9.013377218244166,1974,5486.7550317801915,600742.2494344071
2116.0249686788184,5,2,2.6298854954998094,2014,4039.553517593869,639528.3799998079
1275.957829251338,1,1,5.573678818205252,2006,3651.2055164587746,417931.05800197
